"R0000100","R0000300","R0000500","R0173600","R0214700","R0214800","R0410100","R0410300","R0614800","R0614900","R0615100","R0615200","R0615300","R0615400","R0615700","R0618011","R0618017","R0618100","R0618200","R0618300","R0810200","R3127500","R3127800","R3401000","R3523200","R3523500","R3559000","R3656400","R3728200","R3728500","R3897100","R4006900","R4182300","R4295100","R4416800","R4418000","R4982800","R5079800","R5081000"
10768,10,59,15,3,1,11,59,51,0,18,32,13,50,8,50,41,57,71,51,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10769,8,58,17,1,1,8,58,51,1,21,26,13,45,8,54,41,52,63,45,1,-5,-5,-5,1,1340,19000,1,1,950,17000,1,1,16000,950,1,3000,1200,1
10770,1,59,15,3,1,1,59,51,0,12,33,13,28,13,42,49,58,43,53,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10771,11,59,15,3,1,11,59,51,0,21,28,14,33,16,54,54,54,57,62,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10772,10,57,16,2,1,10,57,51,1,14,10,9,29,9,45,43,33,15,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10773,8,58,16,2,1,8,58,51,1,10,23,9,33,6,39,38,45,25,21,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10774,1,57,15,3,1,1,57,51,1,26,33,14,49,18,61,57,59,91,81,1,1,1550,1,3,2500,40000,1,3,3500,60000,1,1,50000,1600,1,35000,1682,1
10775,5,59,15,3,1,5,59,51,1,26,34,13,50,21,61,62,59,91,86,1,1,1730,1,1,1923,36000,1,1,1788,38000,1,1,40000,1766,1,44000,2305,1
10776,4,57,15,3,1,4,57,51,1,25,34,13,43,25,59,68,59,85,90,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10777,5,59,15,3,1,5,59,51,1,24,35,15,39,22,58,63,62,85,90,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10778,11,57,15,3,1,11,57,51,1,26,34,11,42,21,61,62,57,82,82,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10779,6,59,15,3,1,6,59,51,1,19,31,15,41,10,51,44,58,69,56,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10780,2,60,15,3,1,2,60,51,1,19,29,8,23,12,51,48,50,36,45,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10781,9,60,15,3,1,9,60,51,1,19,22,13,39,7,51,40,48,46,35,1,1,950,1,1,1050,23000,1,1,1065,23000,1,1,27000,1105,1,24000,1135,1
10782,4,60,15,3,1,4,60,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10783,7,59,15,3,1,7,59,51,1,22,29,14,39,23,55,65,55,67,76,1,2,1395,1,2,1562,32500,1,2,1678,33500,1,2,37000,1778,1,39000,2019,1
10784,2,60,15,3,1,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10785,2,57,15,3,1,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10786,8,59,15,3,1,8,59,51,1,11,29,6,29,10,40,44,48,27,29,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10787,5,57,15,3,1,5,57,51,1,10,31,13,35,11,39,46,56,43,43,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10788,6,58,15,3,1,-5,-5,51,0,12,29,11,35,11,42,46,53,40,41,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10789,10,57,16,2,1,10,57,51,1,19,24,13,28,14,51,51,50,40,48,1,1,1500,1,1,800,15000,1,1,778,17000,1,1,18000,944,1,19000,775,1
10790,10,57,16,2,1,10,57,51,1,16,35,14,30,15,47,52,61,58,67,1,-4,-4,8,-4,-4,0,8,-4,-4,0,8,-4,0,-4,8,0,-4,8
10791,7,59,16,2,1,7,59,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10792,2,58,18,3,2,2,58,51,1,16,34,13,32,12,47,48,59,56,58,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10793,11,58,18,3,2,11,58,51,1,24,33,14,28,15,58,52,59,68,74,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10794,10,60,19,2,2,10,60,51,1,13,27,9,24,10,43,44,49,27,33,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10795,10,59,15,3,1,10,59,51,0,13,23,7,30,6,43,38,43,25,21,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10796,8,57,16,2,1,8,57,51,1,8,14,9,35,8,36,41,37,16,13,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10797,8,58,16,2,1,8,58,51,1,15,28,8,44,13,46,49,49,45,40,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10798,2,59,19,2,2,2,59,51,1,14,27,13,39,7,45,40,53,46,38,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10799,11,58,16,2,1,11,58,51,1,14,16,7,28,8,45,41,37,17,17,1,-4,-4,8,-4,-4,0,8,-4,-4,0,8,-4,0,-4,8,0,-4,8
10800,8,58,18,3,2,8,58,51,1,16,30,12,30,16,47,54,54,46,54,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10801,6,59,15,3,1,6,59,51,0,18,29,10,30,11,50,46,52,44,46,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10802,1,59,18,3,2,1,59,51,1,10,31,12,34,12,39,48,55,41,43,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10803,4,58,17,1,1,4,58,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,8,-4,-4,0,8,-4,-4,0,8,-4,0,-4,8,0,-4,8
10804,8,57,16,2,1,8,57,51,1,23,30,13,38,12,57,48,55,68,61,1,1,700,1,1,6000,3500,1,1,500,200,7,1,3000,952,3,6000,950,1
10805,4,60,18,3,2,4,60,51,1,11,22,8,31,8,40,41,43,23,21,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10806,1,59,18,3,2,1,59,51,1,12,24,8,31,3,42,33,45,26,20,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10807,12,59,18,3,2,12,59,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10808,3,57,18,3,2,3,57,51,1,21,31,14,48,16,54,54,57,77,68,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10809,2,58,19,2,2,2,58,51,0,15,17,12,32,9,46,43,42,27,25,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10810,9,58,19,2,2,9,58,51,1,9,19,6,21,7,38,40,38,13,14,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10811,6,59,18,3,2,6,59,51,1,25,33,13,37,15,59,52,58,77,73,2,2,780,1,2,813,7000,1,2,581,12000,4,2,0,872,1,14000,913,1
10812,2,59,15,3,1,2,59,51,0,20,32,9,41,6,53,38,54,60,45,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10813,11,60,16,2,1,11,60,51,0,7,28,10,42,9,35,43,51,34,29,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10814,1,60,19,2,2,1,60,51,1,6,22,6,25,8,34,41,41,14,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10815,8,57,19,2,2,8,57,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10816,4,59,18,3,2,4,59,51,1,11,24,11,25,9,40,43,48,25,29,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10817,10,59,15,3,1,10,59,51,1,17,26,8,33,8,49,41,47,37,32,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10818,8,57,20,1,2,8,57,51,1,25,34,13,42,19,59,58,59,84,80,2,1,1220,1,2,1280,7200,1,1,1384,13767,1,1,22000,1382,8,-1,-4,1
10819,9,57,15,3,1,9,57,51,1,24,15,5,32,10,58,44,34,27,23,1,-4,-4,8,-4,-4,0,8,-4,-4,0,8,-4,0,-4,8,0,-4,8
10820,8,59,15,3,1,8,59,51,1,13,24,7,29,10,43,44,44,25,26,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10821,3,58,17,1,1,3,58,51,1,13,28,13,27,11,43,46,54,36,43,1,1,1215,3,-5,-5,-5,-5,1,1090,25000,4,1,12000,714,1,32000,842,1
10822,5,58,15,3,1,-5,-5,51,1,14,25,10,43,13,45,49,48,41,37,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10823,12,60,16,2,1,12,60,51,1,16,28,11,40,10,47,44,52,48,42,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10824,3,57,15,3,1,3,57,51,1,30,34,12,50,25,66,68,58,96,95,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10825,1,59,15,3,1,1,59,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10826,6,58,15,3,1,6,58,51,1,15,26,6,29,11,46,46,45,28,31,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10827,6,59,16,2,1,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,3,1,800,0,1,1,800,800,7,-4,0,-4,4,3600,800,7
10828,6,57,18,3,2,6,57,51,1,27,32,12,42,19,62,58,56,82,78,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10829,6,57,18,3,2,6,57,51,1,18,33,13,37,19,50,58,58,63,70,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10830,8,57,15,3,1,8,57,51,1,29,35,14,40,21,65,62,61,94,94,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10831,6,57,16,2,1,6,57,51,1,11,17,5,26,6,40,38,36,14,12,1,-4,-4,8,-4,-4,0,8,-4,-4,0,8,-4,0,-4,8,3500,-4,8
10832,11,58,19,2,2,11,58,51,1,12,32,14,35,9,42,43,58,49,47,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10833,6,59,18,3,2,6,59,51,1,20,33,15,36,13,53,49,60,70,68,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10834,12,57,17,1,1,12,57,51,0,18,32,10,49,12,50,48,54,65,52,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10835,9,58,18,3,2,9,58,51,1,19,30,12,33,9,51,43,54,53,48,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10836,8,58,15,3,1,8,58,51,1,25,34,6,35,14,59,51,53,64,62,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10837,1,57,19,2,2,1,57,51,1,30,33,14,36,22,66,63,59,88,92,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10838,5,58,15,3,1,5,58,51,1,25,32,13,49,16,59,54,57,85,73,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10839,6,58,15,3,1,6,58,51,1,21,25,12,43,18,54,57,50,56,56,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10840,7,57,15,3,1,7,57,51,1,25,34,12,48,13,59,49,58,87,70,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10841,2,59,16,2,1,2,59,51,0,13,22,7,38,13,43,49,42,27,27,1,1,1250,3,1,650,24000,1,1,673,12000,1,1,-2,750,3,12000,815,1
10842,7,59,17,1,1,7,59,51,0,11,17,9,23,7,40,40,39,16,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10843,11,60,15,3,1,11,60,51,1,15,28,13,35,11,46,46,54,46,46,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10844,2,60,16,2,1,2,60,51,0,10,15,6,18,10,39,44,35,10,13,1,-4,-4,8,-4,-4,0,8,-4,-4,0,8,-4,0,-4,8,0,-4,8
10845,7,59,15,3,1,7,59,51,1,14,34,11,32,8,45,41,57,49,46,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10846,7,58,15,3,1,7,58,51,0,13,30,11,21,7,43,40,54,32,38,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10847,1,57,16,2,1,1,57,51,1,13,25,4,21,6,43,38,42,19,20,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10848,7,60,16,2,1,7,60,51,1,9,23,8,50,9,38,43,44,30,22,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10849,1,59,15,3,1,1,59,51,1,15,26,9,43,7,46,40,48,42,31,1,-5,-5,-5,-5,-5,-5,-5,1,500,0,6,-4,0,-4,4,0,-4,6
10850,6,59,15,3,1,6,59,51,0,27,34,12,50,22,62,63,58,91,86,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10851,3,58,16,2,1,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10852,5,60,17,1,1,5,60,51,0,13,9,7,21,8,43,41,30,9,9,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10853,5,60,16,2,1,5,60,51,0,11,9,4,16,6,40,38,27,5,5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10854,4,58,15,3,1,4,58,51,1,13,17,4,29,6,43,38,35,16,13,1,1,800,1,1,800,16500,1,1,850,21000,1,1,22000,800,1,23000,805,1
10855,7,58,16,2,1,7,58,51,1,6,14,4,21,7,34,40,32,6,7,1,2,950,1,2,808,19000,1,2,913,19000,1,2,21000,1057,1,22000,5528,1
10856,3,59,15,3,1,3,59,51,0,19,23,10,37,7,51,40,46,41,32,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10857,12,57,15,3,1,12,57,51,1,5,31,8,30,6,32,38,52,26,25,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10858,3,57,17,1,1,3,57,51,1,19,24,12,29,12,51,48,49,40,43,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10859,10,57,16,2,1,10,57,51,0,13,25,13,31,11,43,46,51,35,38,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10860,7,60,15,3,1,7,60,51,1,16,24,9,19,8,47,41,46,25,29,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10861,5,59,19,2,2,5,59,51,1,7,15,5,19,5,35,37,34,7,8,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10862,10,57,19,2,2,10,57,51,1,10,30,10,29,10,39,44,53,32,36,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10863,11,58,18,3,2,11,58,51,1,11,30,10,45,13,40,49,53,46,42,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10864,3,59,19,2,2,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10865,8,60,20,1,2,-5,-5,51,1,12,22,12,50,10,42,44,47,39,29,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10866,3,58,16,2,1,3,58,51,1,12,13,5,32,5,42,37,32,14,9,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10867,12,59,16,2,1,12,59,51,1,8,22,10,20,8,36,41,45,17,21,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10868,8,60,18,3,2,8,60,51,1,16,30,13,48,7,47,40,55,63,43,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10869,7,60,19,2,2,-5,-5,51,1,4,14,7,31,5,31,37,35,10,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10870,2,61,19,2,2,2,61,51,1,17,33,11,32,14,49,51,56,52,57,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10871,7,60,18,3,2,7,60,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10872,12,59,19,2,2,12,59,51,1,28,26,12,49,21,64,62,51,77,74,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10873,6,58,16,2,1,6,58,51,0,15,25,12,28,10,46,44,50,34,37,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10874,11,58,18,3,2,11,58,51,1,25,31,12,37,17,59,55,55,71,70,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10875,10,59,15,3,1,10,59,51,1,16,24,11,38,12,47,48,48,40,38,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10876,2,57,18,3,2,-5,-5,51,1,12,30,6,22,4,42,35,49,25,26,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10877,2,58,15,3,1,2,58,51,1,16,35,11,22,6,47,38,58,45,47,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10878,10,58,18,3,2,10,58,51,1,6,27,9,37,7,34,40,49,27,24,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10879,11,58,18,3,2,11,58,51,1,16,28,12,18,5,47,37,53,32,37,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10880,1,58,18,3,2,1,58,51,1,18,31,13,32,18,50,57,56,54,65,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10881,9,60,15,3,1,9,60,51,1,26,33,15,40,19,61,58,60,86,84,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10882,12,57,17,1,1,12,57,51,1,22,27,11,32,20,55,60,51,50,63,1,-4,-4,8,-4,-4,0,8,-4,-4,0,8,-4,0,-4,8,0,-4,8
10883,1,60,16,2,1,1,60,51,1,12,23,7,36,6,42,38,43,26,21,1,1,987,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10884,1,60,15,3,1,1,60,51,1,22,31,12,30,15,55,52,55,58,63,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10885,5,57,15,3,1,5,57,51,1,26,27,11,36,16,61,54,51,62,63,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10886,5,59,15,3,1,5,59,51,1,29,34,14,36,23,65,65,60,88,95,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10887,5,59,15,3,1,5,59,51,1,19,31,11,27,17,51,55,54,47,59,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10888,12,59,15,3,1,12,59,51,0,27,33,14,28,14,62,51,59,74,77,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10889,8,57,15,3,1,8,57,51,0,17,27,14,35,9,49,43,54,49,46,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10890,7,59,15,3,1,7,59,51,0,29,35,13,46,23,65,65,60,97,95,1,1,1563,1,1,1538,32000,1,1,1634,34000,1,1,34000,1744,1,32000,1730,1
10891,7,60,15,3,1,7,60,51,1,15,30,13,27,9,46,43,55,42,45,1,1,1000,1,1,1000,18000,1,1,34,20000,1,1,24000,1003,1,25500,998,1
10892,12,59,15,3,1,12,59,51,1,24,35,12,39,19,58,58,59,79,80,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10893,7,57,16,2,1,7,57,51,1,11,26,8,37,10,40,44,47,30,28,1,1,556,1,1,500,12179,1,1,700,14820,1,1,11000,685,1,15000,550,1
10894,1,59,16,2,1,1,59,51,1,20,26,13,49,15,53,52,52,63,54,1,2,1227,1,2,1749,19000,1,2,2283,44100,1,2,50200,32064,1,50000,2623,1
